"genus","family","order","W","V","H","N","K","p"
"Dracoglossum","Dryopteridaceae","Polypodiales",0,0,0,2,0,NA
"Dracomonticola","Orchidaceae","Asparagales",0,0,0,1,0,NA
"Draconanthes","Orchidaceae","Asparagales",0,0,0,2,0,NA
"Dracontioides","Araceae","Alismatales",0,0,0,2,0,NA
"Dracontium","Araceae","Alismatales",0,0,0,24,0,NA
"Dracontomelon","Anacardiaceae","Sapindales",4,0,0,9,4,1
"Dracophilus","Aizoaceae","Caryophyllales",0,0,0,4,0,NA
"Dracophyllum","Ericaceae","Ericales",13,0,0,61,13,1
"Dracosciadium","Apiaceae","Apiales",0,0,0,2,0,NA
"Dracula","Orchidaceae","Asparagales",0,0,1,130,1,0
"Dracunculus","Araceae","Alismatales",0,0,2,2,2,0
"Drakaea","Orchidaceae","Asparagales",0,0,0,10,0,NA
"Drake-brockmania","Poaceae","Poales",0,0,0,2,0,NA
"Dransfieldia","Arecaceae","Arecales",1,0,0,1,1,1
"Draperia","Boraginaceae","UnknownOrder-Boraginaceae",0,1,0,1,0,NA
"Drapetes","Thymelaeaceae","Malvales",0,0,0,1,0,NA
"Dregea","Apocynaceae","Gentianales",0,0,0,12,0,NA
"Dregeochloa","Poaceae","Poales",0,0,0,2,0,NA
"Drepananthus","Annonaceae","Magnoliales",0,0,0,11,0,NA
"Drepanocarpus","Fabaceae","Fabales",0,0,0,1,0,NA
"Drepanocaryum","Lamiaceae","Lamiales",0,0,0,1,0,NA
"Drepanostachyum","Poaceae","Poales",1,0,0,13,1,1
"Dresslerella","Orchidaceae","Asparagales",0,0,1,16,1,0
"Dressleria","Orchidaceae","Asparagales",0,0,2,11,2,0
"Dresslerothamnus","Asteraceae","Asterales",0,0,0,3,0,NA
"Drimia","Asparagaceae","Asparagales",0,0,12,99,12,0
"Drimiopsis","Asparagaceae","Asparagales",0,0,0,14,0,NA
"Drimycarpus","Anacardiaceae","Sapindales",1,0,0,4,1,1
"Drimys","Winteraceae","Canellales",4,0,0,7,4,1
"Droceloncia","Euphorbiaceae","Malpighiales",1,0,0,1,1,1
"Droguetia","Urticaceae","Rosales",0,0,1,7,1,0
"Droogmansia","Fabaceae","Fabales",0,0,0,24,0,NA
"Drosanthemum","Aizoaceae","Caryophyllales",0,0,0,112,0,NA
"Drosera","Droseraceae","Caryophyllales",0,0,57,187,57,0
"Drosophyllum","Drosophyllaceae","Caryophyllales",0,0,1,1,1,0
"Drummondita","Rutaceae","Sapindales",0,0,0,9,0,NA
"Drusa","Apiaceae","Apiales",0,0,1,1,1,0
"Dryadella","Orchidaceae","Asparagales",0,0,2,54,2,0
"Dryadodaphne","Atherospermataceae","Laurales",2,0,0,3,2,1
"Dryadorchis","Orchidaceae","Asparagales",0,0,0,5,0,NA
"Dryandra","Proteaceae","Proteales",78,0,0,94,78,1
"Dryas","Rosaceae","Rosales",2,1,0,10,2,1
"Drymaria","Caryophyllaceae","Caryophyllales",0,0,0,55,0,NA
"Drymoanthus","Orchidaceae","Asparagales",0,0,1,4,1,0
"Drymocallis","Rosaceae","Rosales",0,0,0,8,0,NA
"Drymoda","Orchidaceae","Asparagales",0,0,0,3,0,NA
"Drymoglossum","Polypodiaceae","Polypodiales",0,0,0,1,0,NA
"Drymonia","Gesneriaceae","Lamiales",1,0,3,75,4,0.25
"Drymophila","Alstroemeriaceae","Liliales",0,0,2,2,2,0
"Drymophloeus","Arecaceae","Arecales",1,0,0,7,1,1
"Drymotaenium","Polypodiaceae","Polypodiales",0,0,0,1,0,NA
"Drynaria","Polypodiaceae","Polypodiales",0,0,3,15,3,0
"Dryoathyrium","Athyriaceae","Polypodiales",0,0,0,9,0,NA
"Dryobalanops","Dipterocarpaceae","Malvales",7,0,0,7,7,1
"Dryomenis","Tectariaceae","Polypodiales",0,0,0,1,0,NA
"Dryopetalon","Brassicaceae","Brassicales",0,0,0,8,0,NA
"Dryopoa","Poaceae","Poales",0,0,0,1,0,NA
"Dryopolystichum","Dryopteridaceae","Polypodiales",0,0,0,1,0,NA
"Dryopsis","Dryopteridaceae","Polypodiales",0,0,0,21,0,NA
"Dryopteris","Dryopteridaceae","Polypodiales",0,0,17,302,17,0
"Drypetes","Putranjivaceae","Malpighiales",49,0,0,209,49,1
"Drypis","Caryophyllaceae","Caryophyllales",0,0,0,1,0,NA
"Duabanga","Lythraceae","Myrtales",2,0,0,2,2,1
"Dubautia","Asteraceae","Asterales",2,0,0,32,2,1
"Duboisia","Solanaceae","Solanales",2,0,0,4,2,1
"Duboscia","Malvaceae","Malvales",0,0,0,2,0,NA
"Dubouzetia","Elaeocarpaceae","Oxalidales",6,0,0,11,6,1
"Dubyaea","Asteraceae","Asterales",0,0,0,18,0,NA
"Duchesnea","Rosaceae","Rosales",0,0,0,2,0,NA
"Duckea","Rapateaceae","Poales",0,0,0,4,0,NA
"Duckeanthus","Annonaceae","Magnoliales",0,0,0,1,0,NA
"Duckeella","Orchidaceae","Asparagales",0,0,1,3,1,0
"Duckeodendron","Solanaceae","Solanales",1,0,0,1,1,1
"Duckesia","Humiriaceae","Malpighiales",1,0,0,1,1,1
"Ducrosia","Apiaceae","Apiales",0,0,0,6,0,NA
"Dudleveria","Crassulaceae","Saxifragales",0,0,0,1,0,NA
"Dudleya","Crassulaceae","Saxifragales",0,0,1,46,1,0
"Dugaldia","Asteraceae","Asterales",0,0,0,2,0,NA
"Dugandiodendron","Magnoliaceae","Magnoliales",0,0,0,1,0,NA
"Dugesia","Asteraceae","Asterales",0,0,1,1,1,0
"Duguetia","Annonaceae","Magnoliales",37,0,0,94,37,1
"Duhaldea","Asteraceae","Asterales",0,0,0,10,0,NA
"Duidaea","Asteraceae","Asterales",0,0,0,4,0,NA
"Duidania","Rubiaceae","Gentianales",0,0,0,1,0,NA
"Dulacia","Olacaceae","Santalales",2,0,0,13,2,1
"Dulichium","Cyperaceae","Poales",0,0,1,1,1,0
"Duma","Polygonaceae","Caryophyllales",0,0,0,3,0,NA
"Dumaniana","Apiaceae","Apiales",0,0,0,4,0,NA
"Dumasia","Fabaceae","Fabales",0,0,1,11,1,0
"Dunalia","Solanaceae","Solanales",1,0,0,8,1,1
"Dunbaria","Fabaceae","Fabales",0,0,0,25,0,NA
"Dunnia","Rubiaceae","Gentianales",0,0,0,1,0,NA
"Dunstervillea","Orchidaceae","Asparagales",0,0,0,1,0,NA
"Duosperma","Acanthaceae","Lamiales",1,0,0,26,1,1
"Duparquetia","Fabaceae","Fabales",0,0,0,1,0,NA
"Duperrea","Rubiaceae","Gentianales",1,0,0,1,1,1
"Duplipetala","Gentianaceae","Gentianales",0,0,0,2,0,NA
"Dupoa","Poaceae","Poales",0,0,0,1,0,NA
"Dupontia","Poaceae","Poales",0,0,0,1,0,NA
"Dupontopoa","Poaceae","Poales",0,0,0,1,0,NA
"Dupuya","Fabaceae","Fabales",0,0,0,2,0,NA
"Durandea","Linaceae","Malpighiales",0,0,0,8,0,NA
"Duranta","Verbenaceae","Lamiales",2,0,0,29,2,1
"Durio","Malvaceae","Malvales",17,0,0,32,17,1
"Duroia","Rubiaceae","Gentianales",6,0,0,38,6,1
"Durringtonia","Rubiaceae","Gentianales",0,0,0,1,0,NA
"Duseniella","Asteraceae","Asterales",0,0,0,1,0,NA
"Dussia","Fabaceae","Fabales",6,0,0,11,6,1
"Dutailliopsis","Rutaceae","Sapindales",0,0,0,1,0,NA
"Dutaillyea","Rutaceae","Sapindales",0,0,0,3,0,NA
"Duthiastrum","Iridaceae","Asparagales",0,0,1,1,1,0
"Duthiea","Poaceae","Poales",0,0,0,3,0,NA
"Duvalia","Apocynaceae","Gentianales",0,0,0,19,0,NA
"Duvaliandra","Apocynaceae","Gentianales",0,0,0,1,0,NA
"Dyakia","Orchidaceae","Asparagales",0,0,1,1,1,0
"Dyckia","Bromeliaceae","Poales",0,0,4,149,4,0
"Dyera","Apocynaceae","Gentianales",2,0,0,2,2,1
"Dyerophytum","Plumbaginaceae","Caryophyllales",1,0,0,3,1,1
"Dymondia","Asteraceae","Asterales",0,0,1,1,1,0
"Dypsis","Arecaceae","Arecales",5,0,0,162,5,1
"Dyschoriste","Acanthaceae","Lamiales",0,0,0,102,0,NA
"Dyscritogyne","Asteraceae","Asterales",0,0,0,2,0,NA
"Dyscritothamnus","Asteraceae","Asterales",1,0,0,2,1,1
"Dysodiopsis","Asteraceae","Asterales",0,0,0,1,0,NA
"Dysolobium","Fabaceae","Fabales",0,0,0,6,0,NA
"Dysopsis","Euphorbiaceae","Malpighiales",0,0,1,3,1,0
"Dysosma","Berberidaceae","Ranunculales",0,0,2,13,2,0
"Dysoxylum","Meliaceae","Sapindales",46,0,0,97,46,1
"Dysphania","Amaranthaceae","Caryophyllales",0,0,7,36,7,0
"Dyssochroma","Solanaceae","Solanales",0,0,0,1,0,NA
"Dyssodia","Asteraceae","Asterales",0,0,1,8,1,0
"Dystaenia","Apiaceae","Apiales",0,0,0,2,0,NA
"Dystovomita","Clusiaceae","Malpighiales",1,0,0,3,1,1
"Earina","Orchidaceae","Asparagales",0,0,2,7,2,0
"Eastwoodia","Asteraceae","Asterales",1,0,0,1,1,1
"Eatonella","Asteraceae","Asterales",0,0,1,1,1,0
"Ebenidium","Fabaceae","Fabales",0,0,0,12,0,NA
"Ebenopsis","Fabaceae","Fabales",1,0,0,3,1,1
"Ebenus","Fabaceae","Fabales",1,0,0,6,1,1
"Eberhardtia","Sapotaceae","Ericales",0,0,0,3,0,NA
"Eberlanzia","Aizoaceae","Caryophyllales",0,0,0,32,0,NA
"Ebracteola","Aizoaceae","Caryophyllales",0,0,0,4,0,NA
"Ebulum","Caprifoliaceae","Dipsacales",0,0,0,1,0,NA
"Ecastaphyllum","Fabaceae","Fabales",0,0,0,1,0,NA
"Ecballium","Cucurbitaceae","Cucurbitales",0,0,1,1,1,0
"Ecbolium","Acanthaceae","Lamiales",0,0,0,21,0,NA
"Ecclinusa","Sapotaceae","Ericales",11,0,0,11,11,1
"Eccoptocarpha","Poaceae","Poales",0,0,0,1,0,NA
"Eccremis","Xanthorrhoeaceae","Asparagales",0,0,0,1,0,NA
"Eccremocarpus","Bignoniaceae","Lamiales",1,0,0,3,1,1
"Ecdeiocolea","Ecdeiocoleaceae","Poales",0,0,1,2,1,0
"Echeandia","Asparagaceae","Asparagales",0,0,2,80,2,0
"Echeveria","Crassulaceae","Saxifragales",0,0,0,170,0,NA
"Echidnopsis","Apocynaceae","Gentianales",0,0,0,34,0,NA
"Echinacanthus","Acanthaceae","Lamiales",0,0,0,4,0,NA
"Echinacea","Asteraceae","Asterales",0,0,2,10,2,0
"Echinaria","Poaceae","Poales",0,0,0,1,0,NA
"Echinocactus","Cactaceae","Caryophyllales",1,0,0,6,1,1
"Echinocereus","Cactaceae","Caryophyllales",1,0,0,64,1,1
"Echinochloa","Poaceae","Poales",0,0,9,35,9,0
"Echinocodon","Campanulaceae","Asterales",0,0,0,1,0,NA
"Echinocoryne","Asteraceae","Asterales",0,0,0,7,0,NA
"Echinocystis","Cucurbitaceae","Cucurbitales",0,0,1,1,1,0
"Echinodorus","Alismataceae","Alismatales",0,0,3,30,3,0
"Echinofossulocactus","Cactaceae","Caryophyllales",0,0,0,2,0,NA
"Echinolaena","Poaceae","Poales",0,0,1,7,1,0
"Echinomastus","Cactaceae","Caryophyllales",0,0,0,2,0,NA
"Echinopepon","Cucurbitaceae","Cucurbitales",0,0,4,20,4,0
"Echinophora","Apiaceae","Apiales",0,0,0,11,0,NA
"Echinopogon","Poaceae","Poales",0,0,2,7,2,0
"Echinops","Asteraceae","Asterales",0,0,7,193,7,0
"Echinopsis","Cactaceae","Caryophyllales",0,0,0,131,0,NA
"Echinopterys","Malpighiaceae","Malpighiales",1,0,0,2,1,1
"Echinorhyncha","Orchidaceae","Asparagales",0,0,1,5,1,0
"Echinosepala","Orchidaceae","Asparagales",0,0,2,11,2,0
"Echinospartum","Fabaceae","Fabales",0,0,0,4,0,NA
"Echinospermum","Boraginaceae","UnknownOrder-Boraginaceae",0,0,0,2,0,NA
"Echinostephia","Menispermaceae","Ranunculales",1,0,0,1,1,1
"Echiochilon","Boraginaceae","UnknownOrder-Boraginaceae",0,0,3,16,3,0
"Echiostachys","Boraginaceae","UnknownOrder-Boraginaceae",0,1,0,3,0,NA
"Echites","Apocynaceae","Gentianales",0,1,2,12,2,0
"Echium","Boraginaceae","UnknownOrder-Boraginaceae",0,0,4,67,4,0
"Eclecticus","Orchidaceae","Asparagales",0,0,0,1,0,NA
"Eclipta","Asteraceae","Asterales",0,0,1,11,1,0
"Ecliptostelma","Apocynaceae","Gentianales",0,0,0,1,0,NA
"Ectadium","Apocynaceae","Gentianales",0,0,0,3,0,NA
"Ectopopterys","Malpighiaceae","Malpighiales",0,1,0,1,0,NA
"Ectrosia","Poaceae","Poales",0,0,0,13,0,NA
"Ectrosiopsis","Poaceae","Poales",0,0,0,1,0,NA
"Ecua","Apocynaceae","Gentianales",0,0,0,1,0,NA
"Ecuadendron","Fabaceae","Fabales",0,0,0,1,0,NA
"Edgaria","Cucurbitaceae","Cucurbitales",0,0,0,1,0,NA
"Edgeworthia","Thymelaeaceae","Malvales",1,0,0,4,1,1
"Edithcolea","Apocynaceae","Gentianales",0,0,0,1,0,NA
"Edithea","Rubiaceae","Gentianales",0,0,0,3,0,NA
"Edmondia","Asteraceae","Asterales",0,0,0,3,0,NA
"Edraianthus","Campanulaceae","Asterales",0,0,1,24,1,0
"Eduandrea","Bromeliaceae","Poales",0,0,0,1,0,NA
"Edwartiothamnus","Asteraceae","Asterales",0,0,0,1,0,NA
"Efulensia","Passifloraceae","Malpighiales",1,0,0,2,1,1
"Egenolfia","Dryopteridaceae","Polypodiales",0,0,0,15,0,NA
"Egeria","Hydrocharitaceae","Alismatales",0,0,2,3,2,0
"Eggelingia","Orchidaceae","Asparagales",0,0,0,3,0,NA
"Egletes","Asteraceae","Asterales",0,0,1,11,1,0
"Ehrendorferia","Papaveraceae","Ranunculales",0,1,0,2,0,NA
"Ehretia","Boraginaceae","UnknownOrder-Boraginaceae",7,0,0,65,7,1
"Ehrharta","Poaceae","Poales",0,0,11,37,11,0
"Eichhornia","Pontederiaceae","Commelinales",0,0,6,6,6,0
"Eidothea","Proteaceae","Proteales",2,0,0,2,2,1
"Eigia","Brassicaceae","Brassicales",0,0,0,1,0,NA
"Einadia","Amaranthaceae","Caryophyllales",2,0,0,6,2,1
"Eirmocephala","Asteraceae","Asterales",0,0,0,3,0,NA
"Eitenia","Asteraceae","Asterales",0,0,0,2,0,NA
"Eithea","Amaryllidaceae","Asparagales",0,0,0,1,0,NA
"Eizia","Rubiaceae","Gentianales",0,0,0,1,0,NA
"Ekebergia","Meliaceae","Sapindales",2,0,0,4,2,1
"Ekimia","Apiaceae","Apiales",0,0,0,1,0,NA
"Ekmania","Asteraceae","Asterales",0,0,0,1,0,NA
"Ekmanianthe","Bignoniaceae","Lamiales",0,0,0,2,0,NA
"Ekmaniopappus","Asteraceae","Asterales",0,0,0,1,0,NA
"Ekmanochloa","Poaceae","Poales",0,0,0,2,0,NA
"Elachanthemum","Asteraceae","Asterales",0,0,0,1,0,NA
"Elachanthus","Asteraceae","Asterales",0,0,0,2,0,NA
"Elacholoma","Phrymaceae","Lamiales",0,0,0,1,0,NA
"Elachyptera","Celastraceae","Celastrales",2,0,0,8,2,1
"Elaeagia","Rubiaceae","Gentianales",0,0,0,25,0,NA
"Elaeagnus","Elaeagnaceae","Rosales",6,0,0,98,6,1
"Elaeis","Arecaceae","Arecales",2,0,0,2,2,1
"Elaeocarpus","Elaeocarpaceae","Oxalidales",90,0,0,480,90,1
"Elaeodendron","Celastraceae","Celastrales",0,0,0,1,0,NA
"Elaeoluma","Sapotaceae","Ericales",4,0,0,4,4,1
"Elaeoselinum","Apiaceae","Apiales",0,0,0,5,0,NA
"Elaeosticta","Apiaceae","Apiales",0,0,0,27,0,NA
"Elaphandra","Asteraceae","Asterales",1,0,0,14,1,1
"Elaphanthera","Santalaceae","Santalales",0,0,0,1,0,NA
"Elaphoglossum","Dryopteridaceae","Polypodiales",0,0,16,583,16,0
"Elaphrium","Burseraceae","Sapindales",0,0,0,1,0,NA
"Elasis","Commelinaceae","Commelinales",0,0,1,1,1,0
"Elateriopsis","Cucurbitaceae","Cucurbitales",0,0,1,6,1,0
"Elateriospermum","Euphorbiaceae","Malpighiales",1,0,0,1,1,1
"Elatine","Elatinaceae","Malpighiales",0,0,3,28,3,0
"Elatostema","Urticaceae","Rosales",1,0,10,525,11,0.0909090909090909
"Elattostachys","Sapindaceae","Sapindales",7,0,0,21,7,1
"Elburzia","Brassicaceae","Brassicales",0,0,0,1,0,NA
"Elegia","Restionaceae","Poales",0,0,37,49,37,0
"Eleiodoxa","Arecaceae","Arecales",0,0,0,1,0,NA
"Eleiotis","Fabaceae","Fabales",0,0,0,2,0,NA
"Elekmania","Asteraceae","Asterales",0,0,0,9,0,NA
"Eleocharis","Cyperaceae","Poales",0,0,59,288,59,0
"Eleorchis","Orchidaceae","Asparagales",0,0,1,1,1,0
"Elephantomene","Menispermaceae","Ranunculales",0,1,0,1,0,NA
"Elephantopus","Asteraceae","Asterales",0,0,3,29,3,0
"Elephantorrhiza","Fabaceae","Fabales",1,0,0,9,1,1
"Elettaria","Zingiberaceae","Zingiberales",0,0,1,11,1,0
"Elettariopsis","Zingiberaceae","Zingiberales",0,0,1,20,1,0
"Eleusine","Poaceae","Poales",0,0,3,10,3,0
"Eleutharrhena","Menispermaceae","Ranunculales",0,0,0,1,0,NA
"Eleutherandra","Achariaceae","Malpighiales",1,0,0,1,1,1
"Eleutheranthera","Asteraceae","Asterales",0,0,1,3,1,0
"Eleutherine","Iridaceae","Asparagales",0,0,2,4,2,0
"Eleutherococcus","Araliaceae","Apiales",8,0,0,37,8,1
"Eleutherospermum","Apiaceae","Apiales",0,0,0,1,0,NA
"Eleutherostylis","Malvaceae","Malvales",0,0,0,1,0,NA
"Eliea","Hypericaceae","Malpighiales",0,0,0,1,0,NA
"Eligmocarpus","Fabaceae","Fabales",0,0,0,1,0,NA
"Elingamita","Primulaceae","Ericales",1,0,0,1,1,1
"Elionurus","Poaceae","Poales",0,0,0,15,0,NA
"Elizabetha","Fabaceae","Fabales",2,0,0,11,2,1
"Elleanthus","Orchidaceae","Asparagales",0,0,0,112,0,NA
"Ellenbergia","Asteraceae","Asterales",0,0,0,1,0,NA
"Elliottia","Ericaceae","Ericales",3,0,0,4,3,1
"Ellipanthus","Connaraceae","Oxalidales",1,0,0,9,1,1
"Ellipeiopsis","Annonaceae","Magnoliales",0,0,0,2,0,NA
"Ellisia","Boraginaceae","UnknownOrder-Boraginaceae",0,0,1,1,1,0
"Ellisiophyllum","Plantaginaceae","Lamiales",0,0,0,1,0,NA
"Ellisochloa","Poaceae","Poales",0,0,0,2,0,NA
"Elmera","Saxifragaceae","Saxifragales",0,0,1,1,1,0
"Elodea","Hydrocharitaceae","Alismatales",0,0,4,6,4,0
"Eloyella","Orchidaceae","Asparagales",0,0,0,10,0,NA
"Elsholtzia","Lamiaceae","Lamiales",1,0,2,42,3,0.333333333333333
"Eltroplectris","Orchidaceae","Asparagales",0,0,1,13,1,0
"Elvasia","Ochnaceae","Malpighiales",2,0,0,14,2,1
"Elyhordeum","Poaceae","Poales",0,0,0,20,0,NA
"Elyleymus","Poaceae","Poales",0,0,0,1,0,NA
"Elymandra","Poaceae","Poales",0,0,0,6,0,NA
"Elymordeum","Poaceae","Poales",0,0,0,1,0,NA
"Elymostachys","Poaceae","Poales",0,0,0,1,0,NA
"Elymotrigia","Poaceae","Poales",0,0,0,9,0,NA
"Elymus","Poaceae","Poales",0,0,31,234,31,0
"Elysitanion","Poaceae","Poales",0,0,0,1,0,NA
"Elythranthera","Orchidaceae","Asparagales",0,0,1,3,1,0
"Elytranthe","Loranthaceae","Santalales",0,0,0,8,0,NA
"Elytraria","Acanthaceae","Lamiales",0,0,1,21,1,0
"Elytrigia","Poaceae","Poales",0,0,0,5,0,NA
"Elytropappus","Asteraceae","Asterales",0,0,0,2,0,NA
"Elytrophorus","Poaceae","Poales",0,0,1,2,1,0
"Elytropus","Apocynaceae","Gentianales",1,0,0,1,1,1
"Elytrostachys","Poaceae","Poales",0,0,0,2,0,NA
"Emarhendia","Gesneriaceae","Lamiales",0,0,0,1,0,NA
"Embadium","Boraginaceae","UnknownOrder-Boraginaceae",0,0,0,3,0,NA
"Embelia","Primulaceae","Ericales",2,0,0,134,2,1
"Emblemantha","Primulaceae","Ericales",0,0,0,1,0,NA
"Emblingia","Emblingiaceae","Brassicales",1,0,0,1,1,1
"Embolanthera","Hamamelidaceae","Saxifragales",0,0,0,2,0,NA
"Embothrium","Proteaceae","Proteales",1,0,0,1,1,1
"Embreea","Orchidaceae","Asparagales",0,0,1,2,1,0
"Emelianthe","Loranthaceae","Santalales",0,0,0,1,0,NA
"Emerus","Fabaceae","Fabales",0,0,0,9,0,NA
"Emex","Polygonaceae","Caryophyllales",0,0,1,2,1,0
"Emicocarpus","Apocynaceae","Gentianales",0,0,0,1,0,NA
"Emilia","Asteraceae","Asterales",0,0,0,115,0,NA
"Emiliella","Asteraceae","Asterales",0,0,0,6,0,NA
"Eminia","Fabaceae","Fabales",0,0,0,4,0,NA
"Eminium","Araceae","Alismatales",0,0,0,9,0,NA
"Emmenanthe","Boraginaceae","UnknownOrder-Boraginaceae",0,0,1,1,1,0
"Emmenopterys","Rubiaceae","Gentianales",1,0,0,2,1,1
"Emmenosperma","Rhamnaceae","Rosales",2,0,0,5,2,1
"Emmeorhiza","Rubiaceae","Gentianales",0,0,0,1,0,NA
"Emmotum","Icacinaceae","UnknownOrder-Icacinaceae",3,0,0,12,3,1
"Emodiopteris","Dennstaedtiaceae","Polypodiales",0,0,0,2,0,NA
"Emorya","Scrophulariaceae","Lamiales",0,0,1,2,1,0
"Empetrum","Ericaceae","Ericales",2,0,0,3,2,1
"Emplectanthus","Apocynaceae","Gentianales",0,0,0,3,0,NA
"Empleuridium","Celastraceae","Celastrales",1,0,0,1,1,1
"Empleurum","Rutaceae","Sapindales",1,0,0,3,1,1
"Empodisma","Restionaceae","Poales",0,0,1,2,1,0
"Empodium","Hypoxidaceae","Asparagales",0,0,1,7,1,0
"Empogona","Rubiaceae","Gentianales",3,0,0,28,3,1
"Enantiophylla","Apiaceae","Apiales",0,0,0,1,0,NA
"Enarganthe","Aizoaceae","Caryophyllales",0,0,0,1,0,NA
"Enarthrocarpus","Brassicaceae","Brassicales",0,0,0,5,0,NA
"Encelia","Asteraceae","Asterales",4,0,0,20,4,1
"Enceliopsis","Asteraceae","Asterales",0,0,0,3,0,NA
"Encephalartos","Zamiaceae","Cycadales",55,0,0,68,55,1
"Encephalosphaera","Acanthaceae","Lamiales",0,0,0,3,0,NA
"Encheiridion","Orchidaceae","Asparagales",0,0,0,1,0,NA
"Encholirium","Bromeliaceae","Poales",0,0,2,25,2,0
"Enchylaena","Amaranthaceae","Caryophyllales",1,0,0,2,1,1
"Encopella","Plantaginaceae","Lamiales",0,0,0,1,0,NA
"Encyclia","Orchidaceae","Asparagales",0,0,12,172,12,0
"Endertia","Fabaceae","Fabales",1,0,0,1,1,1
"Endiandra","Lauraceae","Laurales",47,0,0,125,47,1
"Endlicheria","Lauraceae","Laurales",19,0,0,59,19,1
"Endocaulos","Podostemaceae","Malpighiales",0,0,0,1,0,NA
"Endocellion","Asteraceae","Asterales",0,0,0,1,0,NA
"Endocomia","Myristicaceae","Magnoliales",2,0,0,4,2,1
"Endodesmia","Calophyllaceae","Malpighiales",1,0,0,1,1,1
"Endonema","Penaeaceae","Myrtales",2,0,0,2,2,1
"Endopappus","Asteraceae","Asterales",0,0,0,1,0,NA
"Endopleura","Humiriaceae","Malpighiales",1,0,0,1,1,1
"Endosamara","Fabaceae","Fabales",1,0,0,1,1,1
"Endospermum","Euphorbiaceae","Malpighiales",7,0,0,11,7,1
"Endostemon","Lamiaceae","Lamiales",0,0,0,20,0,NA
"Endressia","Apiaceae","Apiales",0,0,1,2,1,0
"Enekbatus","Myrtaceae","Myrtales",0,0,0,10,0,NA
"Enemion","Ranunculaceae","Ranunculales",0,0,2,7,2,0
"Engelhardia","Juglandaceae","Fagales",0,0,0,3,0,NA
"Engelhardtia","Juglandaceae","Fagales",4,0,0,12,4,1
"Engelmannia","Asteraceae","Asterales",0,0,1,2,1,0
"Engleria","Asteraceae","Asterales",0,0,0,2,0,NA
"Englerina","Loranthaceae","Santalales",2,0,0,26,2,1
"Englerocharis","Brassicaceae","Brassicales",0,0,0,2,0,NA
"Englerodaphne","Thymelaeaceae","Malvales",0,0,0,3,0,NA
"Englerodendron","Fabaceae","Fabales",1,0,0,2,1,1
"Englerophytum","Sapotaceae","Ericales",5,0,0,8,5,1
"Engomegoma","Olacaceae","Santalales",1,0,0,1,1,1
"Enhalus","Hydrocharitaceae","Alismatales",0,0,1,1,1,0
"Enicosanthum","Annonaceae","Magnoliales",5,0,0,19,5,1
"Enicostema","Gentianaceae","Gentianales",0,0,0,3,0,NA
"Enkianthus","Ericaceae","Ericales",3,0,0,14,3,1
"Enkleia","Thymelaeaceae","Malvales",0,0,0,3,0,NA
"Ennealophus","Iridaceae","Asparagales",0,0,3,5,3,0
"Enneapogon","Poaceae","Poales",0,0,8,23,8,0
"Enneatypus","Polygonaceae","Caryophyllales",0,0,0,2,0,NA
"Enriquebeltrania","Euphorbiaceae","Malpighiales",2,0,0,2,2,1
"Ensete","Musaceae","Zingiberales",1,0,1,8,2,0.5
"Entada","Fabaceae","Fabales",1,0,0,29,1,1
"Entadopsis","Fabaceae","Fabales",1,0,0,7,1,1
"Entandrophragma","Meliaceae","Sapindales",8,0,0,12,8,1
"Entelea","Malvaceae","Malvales",1,0,0,1,1,1
"Enterolobium","Fabaceae","Fabales",7,0,0,13,7,1
"Enteropogon","Poaceae","Poales",0,0,2,17,2,0
"Enterosora","Polypodiaceae","Polypodiales",0,0,0,13,0,NA
"Entolasia","Poaceae","Poales",0,0,2,5,2,0
"Entomophobia","Orchidaceae","Asparagales",0,0,1,1,1,0
"Entoplocamia","Poaceae","Poales",0,0,0,1,0,NA
"Enydra","Asteraceae","Asterales",0,0,1,6,1,0
"Eomecon","Papaveraceae","Ranunculales",0,0,0,1,0,NA
"Eosanthe","Rubiaceae","Gentianales",0,0,0,1,0,NA
"Epacris","Ericaceae","Ericales",30,0,0,49,30,1
"Epallage","Asteraceae","Asterales",0,0,0,3,0,NA
"Epaltes","Asteraceae","Asterales",0,1,1,9,1,0
"Eparmatostigma","Orchidaceae","Asparagales",0,0,0,1,0,NA
"Eperua","Fabaceae","Fabales",9,0,0,15,9,1
"Ephedra","Ephedraceae","Ephedrales",22,0,0,70,22,1
"Ephedranthus","Annonaceae","Magnoliales",4,0,0,6,4,1
"Ephippiandra","Monimiaceae","Laurales",2,0,0,7,2,1
"Ephippianthus","Orchidaceae","Asparagales",0,0,0,2,0,NA
"Ephippiocarpa","Apocynaceae","Gentianales",0,0,0,2,0,NA
"Epiblastus","Orchidaceae","Asparagales",0,0,0,22,0,NA
"Epiblema","Orchidaceae","Asparagales",0,0,0,1,0,NA
"Epiclastopelma","Acanthaceae","Lamiales",0,0,0,2,0,NA
"Epidendrum","Orchidaceae","Asparagales",0,0,6,1435,6,0
"Epidryos","Rapateaceae","Poales",0,0,1,3,1,0
"Epifagus","Orobanchaceae","Lamiales",0,0,0,2,0,NA
"Epigaea","Ericaceae","Ericales",1,0,0,3,1,1
"Epigynum","Apocynaceae","Gentianales",0,3,0,5,0,NA
"Epilasia","Asteraceae","Asterales",0,0,0,3,0,NA
"Epilobium","Onagraceae","Myrtales",0,0,13,222,13,0
"Epilyna","Orchidaceae","Asparagales",0,0,0,2,0,NA
